gene	measurement	pd_up1	pd_up2	pd_up3	pd_up4	outlier_threshold1	outlier_threshold2	outlier_threshold3	outlier_threshold4	accuracy_threshold1	accuracy_threshold2	accuracy_threshold3	accuracy_threshold4	percent_accurate_mean1	percent_accurate_mean2	percent_accurate_mean3	percent_accurate_mean4	percent_accurate_min1	percent_accurate_min2	percent_accurate_min3	percent_accurate_min4	percent_accurate_max1	percent_accurate_max2	percent_accurate_max3	percent_accurate_max4	percent_accurate1_S1	percent_accurate1_S2	percent_accurate1_S3	percent_accurate1_S4	percent_accurate1_S5	percent_accurate2_S1	percent_accurate2_S2	percent_accurate2_S3	percent_accurate2_S4	percent_accurate2_S5	percent_accurate3_S1	percent_accurate3_S2	percent_accurate3_S3	percent_accurate3_S4	percent_accurate3_S5	percent_accurate4_S1	percent_accurate4_S2	percent_accurate4_S3	percent_accurate4_S4	percent_accurate4_S5
CFH	9.33929330018	FALSE	TRUE	FALSE	TRUE	9.94503822922707	6.19667649269104	NA	6.64281594753265	NA	33.649406935623176	NA	28.872391796447587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHD1L	6.33664044641	TRUE	TRUE	FALSE	TRUE	6.3343340754509	5.71447372436523	NA	5.91956067085266	0.036397377736754305	9.818558072002586	NA	6.582033162282933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHD8	6.53106949273	TRUE	TRUE	FALSE	TRUE	6.28740829229355	6.28004586696625	NA	6.42383360862732	3.7308009156491018	3.843530160614196	NA	1.6419345135134267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHMP4A	7.94871764126	TRUE	TRUE	FALSE	TRUE	7.81795930862427	7.13477373123169	NA	7.3471462726593	1.6450242484019404	10.239939909342237	NA	7.5681562202949415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHTF8	6.70708299177	FALSE	TRUE	FALSE	TRUE	7.08071345090866	6.58203303813934	NA	6.6740026473999	NA	1.8644461949271287	NA	0.49321507443238793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLPTM1L	7.5892391566	FALSE	TRUE	FALSE	TRUE	8.09735941886902	7.46930932998657	NA	7.43496990203857	NA	1.58026152739083	NA	2.032736765546113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNOT11	6.66959375119	TRUE	TRUE	FALSE	TRUE	5.81944644451141	5.39784920215607	NA	5.78398275375366	12.74661303811653	19.06779627780213	NA	13.27833494024021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNOT3	7.30441977532	TRUE	TRUE	FALSE	TRUE	6.60331159830093	6.17864215373993	NA	6.74578976631165	9.598410258237864	15.412279910087054	NA	7.647835504961479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNOT7	7.10129288755	FALSE	TRUE	FALSE	TRUE	7.48109465837479	6.48837089538574	NA	6.93557715415955	NA	8.631132413068544	NA	2.3335994728647576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COA1	6.95942242009	TRUE	TRUE	FALSE	TRUE	6.92538022994995	6.64994859695435	NA	6.82783937454224	0.4891525199243416	4.4468319991940914	NA	1.8907179016453293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COL2A1	5.76765479824	FALSE	TRUE	FALSE	TRUE	11.8614951847121	1.22324105352163	NA	3.30117172002792	NA	78.79136154447207	NA	42.764055140136456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COPS3	7.72764822227	TRUE	TRUE	FALSE	TRUE	7.56162160634995	6.86135423183441	NA	7.09564638137817	2.1484753335637636	11.210318657351046	NA	8.178449933454385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COPS7B	6.39454843917	FALSE	TRUE	FALSE	TRUE	6.4163733124733	6.08939945697784	NA	6.12179970741272	NA	4.772017681857895	NA	4.265332170862135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
