gene	measurement	pd_up1	pd_up2	pd_up3	pd_up4	outlier_threshold1	outlier_threshold2	outlier_threshold3	outlier_threshold4	accuracy_threshold1	accuracy_threshold2	accuracy_threshold3	accuracy_threshold4	percent_accurate_mean1	percent_accurate_mean2	percent_accurate_mean3	percent_accurate_mean4	percent_accurate_min1	percent_accurate_min2	percent_accurate_min3	percent_accurate_min4	percent_accurate_max1	percent_accurate_max2	percent_accurate_max3	percent_accurate_max4	percent_accurate1_S1	percent_accurate1_S2	percent_accurate1_S3	percent_accurate1_S4	percent_accurate1_S5	percent_accurate2_S1	percent_accurate2_S2	percent_accurate2_S3	percent_accurate2_S4	percent_accurate2_S5	percent_accurate3_S1	percent_accurate3_S2	percent_accurate3_S3	percent_accurate3_S4	percent_accurate3_S5	percent_accurate4_S1	percent_accurate4_S2	percent_accurate4_S3	percent_accurate4_S4	percent_accurate4_S5
HOXA-AS2	6.61264737766	TRUE	TRUE	FALSE	FALSE	5.4067974537611	4.03573546884581	NA	7.84962306451052	18.235509245097703	38.969443879919616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HOXA9	5.99118168141	FALSE	TRUE	FALSE	TRUE	7.11105209589005	1.08263783156872	NA	4.4874519109726	NA	81.92947753649284	NA	25.099051412567135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HSPA4	7.47508488295	TRUE	TRUE	FALSE	TRUE	7.47138804197311	6.87497889995575	NA	7.26443576812744	0.04945550498460098	8.028082522019753	NA	2.818016358623997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HSPD1	9.11408066488	FALSE	TRUE	FALSE	TRUE	9.59205281734467	8.53951978683472	NA	8.89767789840698	NA	6.304101304032556	NA	2.3743784417763663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HUWE1	7.26987472248	FALSE	TRUE	FALSE	TRUE	7.41859364509583	7.07851088047028	NA	7.23720669746399	NA	2.632285277461274	NA	0.44936159511790985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IAH1	6.97796675762	FALSE	TRUE	FALSE	TRUE	7.26892900466919	6.75642454624176	NA	6.656334400177	NA	3.174882011816891	NA	4.609256085832946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ICT1	6.220716892	FALSE	TRUE	FALSE	TRUE	6.66575461626053	6.07269930839539	NA	6.103440284729	NA	2.379429673048851	NA	1.8852587138601464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ID2	10.2943795138	TRUE	TRUE	FALSE	TRUE	9.53983479738235	9.42077910900116	NA	9.48698925971985	7.329676503631466	8.486188056577335	NA	7.843020096527548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ID2-AS1	6.73470962023	TRUE	TRUE	FALSE	TRUE	2.35029301047325	4.6349863409996	NA	4.67306452989578	65.10179142077124	31.177636418401246	NA	30.612234329173827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IK	7.60540543683	FALSE	TRUE	FALSE	TRUE	7.72522777318954	7.45659828186035	NA	7.50454998016357	NA	1.9565972676359284	NA	1.3261023032122214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ILF2	9.1953722074	TRUE	TRUE	FALSE	TRUE	8.81409031152725	8.66309666633606	NA	9.09616088867188	4.146454186660461	5.788515451670248	NA	1.078926621896602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IMP4	7.5284150392800004	TRUE	TRUE	FALSE	TRUE	7.1675426363945	6.86389183998108	NA	6.97446036338806	4.793471149008458	8.82686722014829	NA	7.3581845979750815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
INO80E	6.92017418243	FALSE	TRUE	FALSE	TRUE	6.96669548749924	6.8088995218277	NA	6.83235335350037	NA	1.607974852494624	NA	1.2690551800358363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPO4	6.62175885671	TRUE	TRUE	FALSE	TRUE	6.30526155233383	5.44512605667114	NA	6.14959740638733	4.779656149143134	17.769188300273836	NA	7.1304537138832265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KDM1A	7.67884658212	TRUE	TRUE	FALSE	FALSE	7.60734438896179	7.56799006462097	NA	8.09020209312439	0.9311579856889067	1.4436610539551207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KIAA0586	5.97177344719	TRUE	TRUE	FALSE	TRUE	4.6274431347847	4.21950858831406	NA	4.34116899967194	22.511408449995212	29.342453701093824	NA	27.305196051691087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KRI1	6.11603199345	FALSE	TRUE	FALSE	TRUE	6.36806029081345	5.84440660476685	NA	5.8813579082489	NA	4.441202874249982	NA	3.837031680874561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LINC01420	6.5371407298	FALSE	TRUE	FALSE	TRUE	7.42284888029099	5.9609569311142	NA	6.21282362937927	NA	8.814003285247122	NA	4.9611460702124495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRCH4	7.10810622369	TRUE	TRUE	FALSE	TRUE	6.83830803632736	6.39122450351715	NA	6.40012645721436	3.795640904513392	10.085410904294259	NA	9.960174260143651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LSM5	8.40160486971	TRUE	TRUE	FALSE	TRUE	7.74870878458023	7.33290600776672	NA	7.94293236732483	7.771087729722131	12.720175234570025	NA	5.4593438931983815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LSM8	6.63618957153	FALSE	TRUE	FALSE	TRUE	6.89655256271362	6.19589495658875	NA	6.29623937606812	NA	6.634750412046153	NA	5.1226715541747785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LTV1	6.66505161429	TRUE	TRUE	FALSE	TRUE	6.12661218643188	5.05407953262329	NA	5.27509891986847	8.078548509717393	24.170436703187033	NA	20.854342544646535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LYAR	5.80167602925	TRUE	TRUE	FALSE	TRUE	5.26266095042229	4.66241663694382	NA	5.00036728382111	9.290678695435371	19.636728879076273	NA	13.811676856635469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAD1L1	6.12515513132	FALSE	TRUE	FALSE	TRUE	7.661625623703	5.67693936824799	NA	5.83922743797302	NA	7.317623039131366	NA	4.668089007002197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAGEA9B	6.51428009563	TRUE	TRUE	FALSE	TRUE	0.417007636278868	0.0714228814467788	NA	0.07177475374192	93.59856146562365	98.9035951724782	NA	98.89819361942897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAGED2	8.88065491786	FALSE	TRUE	FALSE	TRUE	9.70274299383163	8.54897677898407	NA	8.71522736549377	NA	3.734838724663058	NA	1.862785502829696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAGI2-AS3	6.89832929773	TRUE	TRUE	FALSE	TRUE	6.47886189818382	6.19485211372375	NA	6.33911991119385	6.080710001539246	10.197790706189389	NA	8.106446682969544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MALSU1	7.71046207398	TRUE	TRUE	FALSE	TRUE	6.75279104709625	7.07042157649994	NA	7.01663994789124	12.420410316465217	8.300935681143718	NA	8.9984506691260009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MDC1	6.42324199597	FALSE	TRUE	FALSE	TRUE	6.60663270950317	5.83244180679321	NA	6.1078028678894	NA	9.197850393110876	NA	4.910902131330398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MEG3	10.46712661	FALSE	TRUE	FALSE	TRUE	18.0064021646976	9.87167537212372	NA	10.4052820205688	NA	5.688774580288366	NA	0.5908459096321148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
METTL17	6.95953834111	FALSE	TRUE	FALSE	TRUE	8.01947873830795	6.79677677154541	NA	6.73384737968445	NA	2.338683423915594	NA	3.2429013299976135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
METTL5	6.47994190148	FALSE	TRUE	FALSE	TRUE	6.84686857461929	6.46547651290894	NA	6.47303867340088	NA	0.22323330657881849	NA	0.10653225266639633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MIA3	7.08788710093	TRUE	TRUE	FALSE	TRUE	6.77486795186996	6.2964380979538	NA	6.52922058105469	4.416254725882533	11.16621909613027	NA	7.881989539619037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MIR503HG	6.19770815796	FALSE	TRUE	FALSE	TRUE	13.1681422740221	4.50366318225861	NA	5.19453418254852	NA	27.333409907751953	NA	16.186208673331247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MITD1	5.91767043436	FALSE	TRUE	FALSE	TRUE	6.48167788982391	5.70355129241943	NA	5.90190100669861	NA	3.618301227072758	NA	0.2664803293172076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MORF4L2	9.31192991743	FALSE	TRUE	FALSE	TRUE	10.2091510295868	8.82843601703644	NA	8.90079116821289	NA	5.192198660006662	NA	4.415183027178315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MPHOSPH6	6.26303440583	TRUE	TRUE	FALSE	TRUE	5.65316551923752	5.70888984203339	NA	5.80379199981689	9.737594384357497	8.847860763478801	NA	7.332586351204141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL11	7.39934201913	FALSE	TRUE	FALSE	TRUE	7.47865068912506	6.77236258983612	NA	7.26788997650146	NA	8.47344841842571	NA	1.7765369175892634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL2	7.11727946005	TRUE	TRUE	FALSE	TRUE	6.92447155714035	6.69228887557983	NA	6.78844785690308	2.709011273084041	5.9712504877135135	NA	4.620186758053898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL30	5.79856900356	FALSE	TRUE	FALSE	TRUE	5.88366109132767	5.50906884670258	NA	5.63176727294922	NA	4.992613810056977	NA	2.8766016323746992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL32	7.2174246138099996	TRUE	TRUE	FALSE	TRUE	6.66814321279526	6.56351542472839	NA	6.57293891906738	7.610490312066864	9.060145745483831	NA	8.929579860237743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL45	6.23400306636	FALSE	TRUE	FALSE	TRUE	6.38038098812103	5.920254945755	NA	6.17491698265076	NA	5.032851560469235	NA	0.9478032506605637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL52	8.42701945584	FALSE	TRUE	FALSE	TRUE	8.7170250415802	8.0009092092514	NA	8.02838945388794	NA	5.056476359423871	NA	4.730379513670238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL9	7.40947579806	TRUE	TRUE	FALSE	TRUE	7.3515630364418	6.85825324058533	NA	7.22840809822083	0.781604032411614	7.4394271942826915	NA	2.4437315779691007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPS5	6.95221706497	FALSE	TRUE	FALSE	TRUE	7.10953813791275	6.36566126346588	NA	6.37138867378235	NA	8.436960411659006	NA	8.354577910322426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPS9	6.58646452589	TRUE	TRUE	FALSE	TRUE	6.09584909677505	5.20593404769897	NA	5.46970081329346	7.448843414952668	20.960114075836234	NA	16.955435016871014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSH5	6.71630503984	TRUE	TRUE	FALSE	TRUE	6.50756406784058	5.55204999446869	NA	5.53966808319092	3.107973368707997	17.33475532253439	NA	17.51911132191683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSTO1	6.529196268	FALSE	TRUE	FALSE	TRUE	7.22823983430862	6.20530033111572	NA	6.29013991355896	NA	4.960732126735323	NA	3.6613442854010985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTERF4	6.12990118237	FALSE	TRUE	FALSE	TRUE	6.58997786045074	5.89570462703705	NA	5.86865186691284	NA	3.8205600443693104	NA	4.261884615832479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTX2	6.31922050252	FALSE	TRUE	FALSE	TRUE	6.58095586299896	5.85659241676331	NA	6.2227635383606	NA	7.320967603080188	NA	1.5264060515206703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MX2	6.29314973674	FALSE	TRUE	FALSE	TRUE	7.62288129329681	4.98635852336884	NA	5.12495839595795	NA	20.765296680325122	NA	18.562903945571783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYO19	5.91169158187	FALSE	TRUE	FALSE	TRUE	7.61723583936691	5.47041422128677	NA	5.80037081241608	NA	7.464485494076543	NA	1.8830611832883708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NAA10	7.83668159333	FALSE	TRUE	FALSE	TRUE	8.32158267498016	7.64676177501678	NA	7.58493781089783	NA	2.423472436022732	NA	3.212377323667655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NANS	6.57561487762	FALSE	TRUE	FALSE	TRUE	8.19819700717926	6.38202261924744	NA	6.38721036911011	NA	2.9440936243308244	NA	2.8651998636830345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NASP	8.97257778518	TRUE	TRUE	FALSE	TRUE	8.93421405553818	8.23747146129608	NA	8.94508123397827	0.427566420267612	8.19281082297325	NA	0.30645096492946206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCL	10.3056741837	TRUE	TRUE	FALSE	TRUE	10.2234514355659	9.5089203119278	NA	9.58540487289429	0.7978395849555198	7.731215421426656	NA	6.989055717916312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFS6	7.65004647885	FALSE	TRUE	FALSE	TRUE	7.94981861114502	7.26801908016205	NA	7.29324102401733	NA	4.993791864456472	NA	4.664095255095847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFV2	7.83187724119	FALSE	TRUE	FALSE	TRUE	7.86912953853607	7.75258076190948	NA	7.74596452713013	NA	1.0124836847988052	NA	1.096961959618464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEDD8	9.50668444773	TRUE	TRUE	FALSE	TRUE	8.85531848669052	8.7505544424057	NA	8.79902505874634	6.851662791805547	7.953666806568382	NA	7.443808542026818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NELFE	8.13298804263	TRUE	TRUE	FALSE	TRUE	7.90258848667145	7.64179670810699	NA	7.66495966911316	2.8329016930909483	6.03949411886964	NA	5.754691523750127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NGDN	7.037382222	TRUE	TRUE	FALSE	TRUE	6.86438608169556	6.78964221477509	NA	6.70335578918457	2.4582456209870984	3.520343210156105	NA	4.746458587558433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NIF3L1	5.95186750433	FALSE	TRUE	FALSE	TRUE	5.95572555065155	5.64852130413055	NA	5.73570418357849	NA	5.096655797172317	NA	3.6318570699742607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NIFK	7.5643019464	FALSE	TRUE	FALSE	TRUE	7.57456749677658	6.8563688993454	NA	6.90106964111328	NA	9.3588681688139	NA	8.767924786534527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOC2L	7.08225550938	FALSE	TRUE	FALSE	TRUE	7.14362931251526	6.79949915409088	NA	6.89789247512817	NA	3.9924619341201097	NA	2.6031683551610487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOL10	6.47605759568	TRUE	TRUE	FALSE	TRUE	5.14909625053406	4.81261444091797	NA	5.0909059047699	20.4902647257356	25.68604633583969	NA	21.388810560210224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOL7	7.20476675065	TRUE	TRUE	FALSE	TRUE	6.8099570274353	6.79260516166687	NA	6.77685976028442	5.479840456723753	5.720679145455273	NA	5.939220590687061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOL8	6.23553560671	TRUE	TRUE	FALSE	TRUE	5.79084259271622	5.30094623565674	NA	5.48757660388947	7.131592890196161	14.98811697983983	NA	11.995104350228694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NONO	9.96254902292	TRUE	TRUE	FALSE	TRUE	9.93672448396683	9.33790898323059	NA	9.8486328125	0.259216179451241	6.269881716540131	NA	1.1434444152588046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOP16	6.22091032165	FALSE	TRUE	FALSE	TRUE	6.38153856992722	5.7130800485611	NA	5.79147338867188	NA	8.163279115623162	NA	6.903120456239242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRBP1	7.86369071366	FALSE	TRUE	FALSE	TRUE	7.90299087762833	7.01303470134735	NA	7.29459285736084	NA	10.817516142070247	NA	7.237032546442617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSRP1	6.05224198118	FALSE	TRUE	FALSE	TRUE	6.26073008775711	5.89185118675232	NA	5.88903570175171	NA	2.6501054473107573	NA	2.6966251504119443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NT5C3B	7.55681257086	TRUE	TRUE	FALSE	TRUE	7.3859698176384	7.39224481582642	NA	7.39339280128479	2.260777961867029	2.177740330204483	NA	2.1625489324080465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NTS	5.78502736224	TRUE	TRUE	FALSE	TRUE	1.14850783720613	0.566591210663319	NA	1.48637130856514	80.14689014778627	90.205902665879	NA	74.3065811880688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUB1	6.71121955689	FALSE	TRUE	FALSE	TRUE	6.86029505729675	6.61960446834564	NA	6.64636707305908	NA	1.3651034326585811	NA	0.96632934269509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUDT1	7.4620523188	FALSE	TRUE	FALSE	TRUE	8.16280472278595	7.05928432941437	NA	7.21835732460022	NA	5.397549791642307	NA	3.265790479461144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
